"","year","state","nmfs_name","pounds","metric_tons","dollars","scientific_name","source"
"1431",2005,"SOUTH CAROLINA","SHARK, TIGER",2296,1,776,"Galeocerdo cuvier","ACCSPHIST"
"1432",2005,"TEXAS","SHARK, BLACKTIP",733,NA,282,"Carcharhinus limbatus","GULFFIN"
"1433",2005,"TEXAS","SHARK, MAKO, SHORTFIN",4063,2,2791,"Isurus oxyrinchus","GULFFIN"
"1434",2005,"VIRGINIA","SHARK, BLACKTIP",11999,5,1901,"Carcharhinus limbatus","ACCSPHIST"
"1435",2005,"VIRGINIA","SHARK, DOGFISH, SMOOTH",109872,50,140031,"Mustelus canis","ACCSPHIST"
"1436",2005,"VIRGINIA","SHARK, DOGFISH, SPINY",20168,9,3530,"Squalus acanthias","ACCSPHIST"
"1437",2005,"VIRGINIA","SHARK, SAND TIGER",470,NA,128,"Carcharias taurus","ACCSPHIST"
"1438",2005,"VIRGINIA","SHARK, SANDBAR",44814,20,23060,"Carcharhinus plumbeus","ACCSPHIST"
"1439",2005,"VIRGINIA","SHARK, THRESHER",4098,2,1514,"Alopias vulpinus","ACCSPHIST"
"1440",2005,"WASHINGTON","SHARK, DOGFISH, SPINY",1195525,542,239755,"Squalus acanthias","PACFIN"
"1441",2004,"ALABAMA","SHARK, BLACKTIP",53851,24,26224,"Carcharhinus limbatus","GULFFIN"
"1442",2004,"ALASKA","SHARK, DOGFISH, SPINY",12203,6,2648,"Squalus acanthias","AKFINHIST"
"1443",2004,"CALIFORNIA","SHARK, DOGFISH, SPINY",61069,28,36153,"Squalus acanthias","PACFIN"
"1444",2004,"CALIFORNIA","SHARK, LEOPARD",25264,11,18124,"Triakis semifasciata","PACFIN"
"1445",2004,"CALIFORNIA","SHARK, MAKO, SHORTFIN",119961,54,98193,"Isurus oxyrinchus","PACFIN"
"1446",2004,"CALIFORNIA","SHARK, PACIFIC ANGEL",28703,13,15330,"Squatina californica","PACFIN"
"1447",2004,"CALIFORNIA","SHARK, THRESHER",252793,115,196950,"Alopias vulpinus","PACFIN"
"1448",2004,"CALIFORNIA","SHARK, THRESHER, BIGEYE",11789,5,4060,"Alopias superciliosus","PACFIN"
"1449",2004,"CALIFORNIA","SHARK, TOPE",58613,27,39814,"Galeorhinus galeus","PACFIN"
"1450",2004,"CONNECTICUT","SHARK, DOGFISH, SMOOTH",6459,3,1026,"Mustelus canis","ACCSPHIST"
"1451",2004,"CONNECTICUT","SHARK, DOGFISH, SPINY",50373,23,6900,"Squalus acanthias","ACCSPHIST"
"1452",2004,"CONNECTICUT","SHARK, PORBEAGLE",21,NA,8,"Lamna nasus","ACCSPHIST"
"1453",2004,"DELAWARE","SHARK, DOGFISH, SMOOTH",475,NA,331,"Mustelus canis","ACCSPHIST"
"1454",2004,"DELAWARE","SHARK, SAND TIGER",17,NA,25,"Carcharias taurus","ACCSPHIST"
"1455",2004,"FLORIDA-EAST","SHARK, BLACKNOSE",73069,33,47696,"Carcharhinus acronotus","ACCSPHIST"
"1456",2004,"FLORIDA-EAST","SHARK, BLACKTIP",347852,158,117195,"Carcharhinus limbatus","ACCSPHIST"
"1457",2004,"FLORIDA-EAST","SHARK, BONNETHEAD",33804,15,20437,"Sphyrna tiburo","ACCSPHIST"
"1458",2004,"FLORIDA-EAST","SHARK, BULL",21338,10,6833,"Carcharhinus leucas","ACCSPHIST"
"1459",2004,"FLORIDA-EAST","SHARK, FINETOOTH",100066,45,58041,"Carcharhinus isodon","ACCSPHIST"
"1460",2004,"FLORIDA-EAST","SHARK, LEMON",14635,7,5429,"Negaprion brevirostris","ACCSPHIST"
"1461",2004,"FLORIDA-EAST","SHARK, MAKO, SHORTFIN",5155,2,5469,"Isurus oxyrinchus","ACCSPHIST"
"1462",2004,"FLORIDA-EAST","SHARK, SANDBAR",335497,152,103859,"Carcharhinus plumbeus","ACCSPHIST"
"1463",2004,"FLORIDA-EAST","SHARK, SHARPNOSE, ATLANTIC",223372,101,81164,"Rhizoprionodon terraenovae","ACCSPHIST"
"1464",2004,"FLORIDA-EAST","SHARK, TIGER",12546,6,3958,"Galeocerdo cuvier","ACCSPHIST"
"1465",2004,"FLORIDA-WEST","SHARK, BLACKNOSE",7823,4,2508,"Carcharhinus acronotus","ACCSPHIST"
"1466",2004,"FLORIDA-WEST","SHARK, BLACKTIP",91905,42,24737,"Carcharhinus limbatus","ACCSPHIST"
"1467",2004,"FLORIDA-WEST","SHARK, BULL",31905,14,7426,"Carcharhinus leucas","ACCSPHIST"
"1468",2004,"FLORIDA-WEST","SHARK, LEMON",39217,18,9739,"Negaprion brevirostris","ACCSPHIST"
"1469",2004,"FLORIDA-WEST","SHARK, MAKO, SHORTFIN",7600,3,6810,"Isurus oxyrinchus","ACCSPHIST"
"1470",2004,"FLORIDA-WEST","SHARK, SANDBAR",772800,351,203775,"Carcharhinus plumbeus","ACCSPHIST"
"1471",2004,"FLORIDA-WEST","SHARK, TIGER",2235,1,539,"Galeocerdo cuvier","ACCSPHIST"
"1472",2004,"HAWAII","SHARK, MAKO, SHORTFIN",124918,57,47523,"Isurus oxyrinchus","PIFSC"
"1473",2004,"LOUISIANA","SHARK, BLACKTIP",927725,421,535334,"Carcharhinus limbatus","GULFFIN"
"1474",2004,"LOUISIANA","SHARK, MAKO, SHORTFIN",10235,5,7123,"Isurus oxyrinchus","GULFFIN"
"1475",2004,"MAINE","SHARK, DOGFISH, SPINY",3331,2,664,"Squalus acanthias","ACCSPHIST"
"1476",2004,"MAINE","SHARK, PORBEAGLE",918,NA,295,"Lamna nasus","ACCSPHIST"
"1477",2004,"MARYLAND","SHARK, BLUE",425,NA,85,"Prionace glauca","ACCSPHIST"
"1478",2004,"MARYLAND","SHARK, DOGFISH, SMOOTH",8165,4,3504,"Mustelus canis","ACCSPHIST"
"1479",2004,"MARYLAND","SHARK, DOGFISH, SPINY",410,NA,197,"Squalus acanthias","ACCSPHIST"
"1480",2004,"MARYLAND","SHARK, MAKO, LONGFIN",1923,1,1921,"Isurus paucus","ACCSPHIST"
"1481",2004,"MARYLAND","SHARK, SILKY",245,NA,35,"Carcharhinus falciformis","ACCSPHIST"
"1482",2004,"MARYLAND","SHARK, THRESHER",456,NA,149,"Alopias vulpinus","ACCSPHIST"
"1483",2004,"MARYLAND","SHARK, THRESHER, BIGEYE",388,NA,136,"Alopias superciliosus","ACCSPHIST"
"1484",2004,"MASSACHUSETTS","SHARK, BLACKTIP",302,NA,303,"Carcharhinus limbatus","ACCSPHIST"
"1485",2004,"MASSACHUSETTS","SHARK, DOGFISH, SMOOTH",1281,1,296,"Mustelus canis","ACCSPHIST"
"1486",2004,"MASSACHUSETTS","SHARK, DOGFISH, SPINY",1216510,552,184436,"Squalus acanthias","ACCSPHIST"
"1487",2004,"MASSACHUSETTS","SHARK, MAKO, LONGFIN",35,NA,630,"Isurus paucus","ACCSPHIST"
"1488",2004,"MASSACHUSETTS","SHARK, MAKO, SHORTFIN",24007,11,18392,"Isurus oxyrinchus","ACCSPHIST"
"1489",2004,"MASSACHUSETTS","SHARK, PORBEAGLE",3373,2,1628,"Lamna nasus","ACCSPHIST"
"1490",2004,"MASSACHUSETTS","SHARK, SANDBAR",238,NA,43,"Carcharhinus plumbeus","ACCSPHIST"
"1491",2004,"NEW HAMPSHIRE","SHARK, DOGFISH, SPINY",300,NA,57,"Squalus acanthias","ACCSPHIST"
"1492",2004,"NEW HAMPSHIRE","SHARK, THRESHER",105,NA,79,"Alopias vulpinus","ACCSPHIST"
"1493",2004,"NEW JERSEY","SHARK, BLACKTIP",263,NA,165,"Carcharhinus limbatus","ACCSPHIST"
"1494",2004,"NEW JERSEY","SHARK, BLUE",152,NA,38,"Prionace glauca","ACCSPHIST"
"1495",2004,"NEW JERSEY","SHARK, DOGFISH, SMOOTH",213565,97,104517,"Mustelus canis","ACCSPHIST"
"1496",2004,"NEW JERSEY","SHARK, DOGFISH, SPINY",3700,2,650,"Squalus acanthias","ACCSPHIST"
"1497",2004,"NEW JERSEY","SHARK, HAMMERHEAD, SMOOTH",33,NA,10,"Sphyrna zygaena","ACCSPHIST"
"1498",2004,"NEW JERSEY","SHARK, MAKO, LONGFIN",229,NA,267,"Isurus paucus","ACCSPHIST"
"1499",2004,"NEW JERSEY","SHARK, MAKO, SHORTFIN",11407,5,10060,"Isurus oxyrinchus","ACCSPHIST"
"1500",2004,"NEW JERSEY","SHARK, PORBEAGLE",50,NA,117,"Lamna nasus","ACCSPHIST"
"1501",2004,"NEW JERSEY","SHARK, SANDBAR",27790,13,24048,"Carcharhinus plumbeus","ACCSPHIST"
"1502",2004,"NEW JERSEY","SHARK, THRESHER",15078,7,8557,"Alopias vulpinus","ACCSPHIST"
"1503",2004,"NEW JERSEY","SHARK, THRESHER, BIGEYE",611,NA,527,"Alopias superciliosus","ACCSPHIST"
"1504",2004,"NEW YORK","SHARK, ANGEL, ATLANTIC",150,NA,112,"Squatina dumeril","ACCSPHIST"
"1505",2004,"NEW YORK","SHARK, BLACKTIP",120,NA,36,"Carcharhinus limbatus","ACCSPHIST"
"1506",2004,"NEW YORK","SHARK, DOGFISH, SMOOTH",96093,44,34546,"Mustelus canis","ACCSPHIST"
"1507",2004,"NEW YORK","SHARK, DOGFISH, SPINY",46039,21,7090,"Squalus acanthias","ACCSPHIST"
"1508",2004,"NEW YORK","SHARK, MAKO, LONGFIN",17,NA,9,"Isurus paucus","ACCSPHIST"
"1509",2004,"NEW YORK","SHARK, MAKO, SHORTFIN",1252,1,1692,"Isurus oxyrinchus","ACCSPHIST"
"1510",2004,"NEW YORK","SHARK, NURSE",29,NA,42,"Ginglymostoma cirratum","ACCSPHIST"
"1511",2004,"NEW YORK","SHARK, SAND TIGER",87,NA,70,"Carcharias taurus","ACCSPHIST"
"1512",2004,"NEW YORK","SHARK, SANDBAR",17173,8,24999,"Carcharhinus plumbeus","ACCSPHIST"
"1513",2004,"NEW YORK","SHARK, THRESHER",65,NA,49,"Alopias vulpinus","ACCSPHIST"
"1514",2004,"NEW YORK","SHARK, WHITE",81,NA,29,"Carcharodon carcharias","ACCSPHIST"
"1515",2004,"NORTH CAROLINA","SHARK, BLACKTIP",10436,5,3291,"Carcharhinus limbatus","ACCSPHIST"
"1516",2004,"NORTH CAROLINA","SHARK, DOGFISH, SMOOTH",623697,283,159993,"Mustelus canis","ACCSPHIST"
"1517",2004,"NORTH CAROLINA","SHARK, DOGFISH, SPINY",522576,237,26167,"Squalus acanthias","ACCSPHIST"
"1518",2004,"NORTH CAROLINA","SHARK, MAKO, SHORTFIN",215482,98,173244,"Isurus oxyrinchus","ACCSPHIST"
"1519",2004,"NORTH CAROLINA","SHARK, SANDBAR",520264,236,108124,"Carcharhinus plumbeus","ACCSPHIST"
"1520",2004,"NORTH CAROLINA","SHARK, SHARPNOSE, ATLANTIC",17356,8,3386,"Rhizoprionodon terraenovae","ACCSPHIST"
"1521",2004,"NORTH CAROLINA","SHARK, THRESHER",56672,26,13554,"Alopias vulpinus","ACCSPHIST"
"1522",2004,"NORTH CAROLINA","SHARK, TIGER",25876,12,1415,"Galeocerdo cuvier","ACCSPHIST"
"1523",2004,"OREGON","SHARK, BLUE",1059,NA,395,"Prionace glauca","PACFIN"
"1524",2004,"OREGON","SHARK, DOGFISH, SPINY",10146,5,43,"Squalus acanthias","PACFIN"
"1525",2004,"OREGON","SHARK, TOPE",1880,1,60,"Galeorhinus galeus","PACFIN"
"1526",2004,"PROCESS AT SEA","SHARK, DOGFISH, SPINY",16417,7,NA,"Squalus acanthias","PACFIN"
"1527",2004,"RHODE ISLAND","SHARK, BULL",275,NA,69,"Carcharhinus leucas","ACCSPHIST"
"1528",2004,"RHODE ISLAND","SHARK, DOGFISH, SMOOTH",3954,2,1032,"Mustelus canis","ACCSPHIST"
"1529",2004,"RHODE ISLAND","SHARK, DOGFISH, SPINY",147822,67,21536,"Squalus acanthias","ACCSPHIST"
"1530",2004,"RHODE ISLAND","SHARK, PORBEAGLE",68,NA,68,"Lamna nasus","ACCSPHIST"
"1531",2004,"RHODE ISLAND","SHARK, SAND TIGER",18,NA,9,"Carcharias taurus","ACCSPHIST"
"1532",2004,"RHODE ISLAND","SHARK, SANDBAR",997,NA,292,"Carcharhinus plumbeus","ACCSPHIST"
"1533",2004,"SOUTH CAROLINA","SHARK, BLACKTIP",14179,6,7280,"Carcharhinus limbatus","ACCSPHIST"
"1534",2004,"SOUTH CAROLINA","SHARK, SANDBAR",95021,43,42406,"Carcharhinus plumbeus","ACCSPHIST"
"1535",2004,"SOUTH CAROLINA","SHARK, SHARPNOSE, ATLANTIC",4384,2,3288,"Rhizoprionodon terraenovae","ACCSPHIST"
"1536",2004,"SOUTH CAROLINA","SHARK, TIGER",677,NA,236,"Galeocerdo cuvier","ACCSPHIST"
"1537",2004,"TEXAS","SHARK, MAKO, SHORTFIN",5103,2,3996,"Isurus oxyrinchus","GULFFIN"
"1538",2004,"VIRGINIA","SHARK, BLACKTIP",72326,33,27124,"Carcharhinus limbatus","ACCSPHIST"
"1539",2004,"VIRGINIA","SHARK, DOGFISH, SMOOTH",807760,366,560108,"Mustelus canis","ACCSPHIST"
"1540",2004,"VIRGINIA","SHARK, DOGFISH, SPINY",229818,104,28018,"Squalus acanthias","ACCSPHIST"
"1541",2004,"VIRGINIA","SHARK, HAMMERHEAD, SMOOTH",111,NA,43,"Sphyrna zygaena","ACCSPHIST"
"1542",2004,"VIRGINIA","SHARK, LEMON",820,NA,239,"Negaprion brevirostris","ACCSPHIST"
"1543",2004,"VIRGINIA","SHARK, PORBEAGLE",99,NA,36,"Lamna nasus","ACCSPHIST"
"1544",2004,"VIRGINIA","SHARK, SAND TIGER",2522,1,1316,"Carcharias taurus","ACCSPHIST"
"1545",2004,"VIRGINIA","SHARK, SANDBAR",27523,12,13918,"Carcharhinus plumbeus","ACCSPHIST"
"1546",2004,"VIRGINIA","SHARK, THRESHER",10220,5,3724,"Alopias vulpinus","ACCSPHIST"
"1547",2004,"WASHINGTON","SHARK, DOGFISH, SPINY",1071649,486,193029,"Squalus acanthias","PACFIN"
"1548",2003,"ALABAMA","SHARK, BLACKTIP",104811,48,32527,"Carcharhinus limbatus","GULFFINHIST"
"1549",2003,"ALABAMA","SHARK, BULL",9056,4,1585,"Carcharhinus leucas","GULFFINHIST"
"1550",2003,"CALIFORNIA","SHARK, DOGFISH, SPINY",25147,11,11255,"Squalus acanthias","PACFINHIST"
"1551",2003,"CALIFORNIA","SHARK, LEOPARD",22090,10,15757,"Triakis semifasciata","PACFINHIST"
"1552",2003,"CALIFORNIA","SHARK, MAKO, SHORTFIN",153613,70,115376,"Isurus oxyrinchus","PACFINHIST"
"1553",2003,"CALIFORNIA","SHARK, PACIFIC ANGEL",38132,17,20181,"Squatina californica","PACFINHIST"
"1554",2003,"CALIFORNIA","SHARK, THRESHER",671508,305,489092,"Alopias vulpinus","PACFINHIST"
"1555",2003,"CALIFORNIA","SHARK, THRESHER, BIGEYE",12589,6,3779,"Alopias superciliosus","PACFINHIST"
"1556",2003,"CALIFORNIA","SHARK, TOPE",78806,36,40113,"Galeorhinus galeus","PACFINHIST"
"1557",2003,"CONNECTICUT","SHARK, DOGFISH, SPINY",605,NA,91,"Squalus acanthias","ACCSPHIST"
"1558",2003,"DELAWARE","SHARK, DOGFISH, SMOOTH",273,NA,135,"Mustelus canis","ACCSPHIST"
"1559",2003,"DELAWARE","SHARK, DOGFISH, SPINY",25,NA,14,"Squalus acanthias","ACCSPHIST"
"1560",2003,"FLORIDA-EAST","SHARK, BLACKNOSE",85107,39,35594,"Carcharhinus acronotus","ACCSPHIST"
"1561",2003,"FLORIDA-EAST","SHARK, BLACKTIP",568475,258,193429,"Carcharhinus limbatus","ACCSPHIST"
"1562",2003,"FLORIDA-EAST","SHARK, BONNETHEAD",29095,13,13772,"Sphyrna tiburo","ACCSPHIST"
"1563",2003,"FLORIDA-EAST","SHARK, BULL",48625,22,15726,"Carcharhinus leucas","ACCSPHIST"
"1564",2003,"FLORIDA-EAST","SHARK, FINETOOTH",188234,85,62551,"Carcharhinus isodon","ACCSPHIST"
"1565",2003,"FLORIDA-EAST","SHARK, LEMON",18042,8,5551,"Negaprion brevirostris","ACCSPHIST"
"1566",2003,"FLORIDA-EAST","SHARK, MAKO, SHORTFIN",5182,2,4926,"Isurus oxyrinchus","ACCSPHIST"
"1567",2003,"FLORIDA-EAST","SHARK, SANDBAR",406675,184,129086,"Carcharhinus plumbeus","ACCSPHIST"
"1568",2003,"FLORIDA-EAST","SHARK, SHARPNOSE, ATLANTIC",44538,20,15981,"Rhizoprionodon terraenovae","ACCSPHIST"
"1569",2003,"FLORIDA-EAST","SHARK, SILKY",11237,5,3357,"Carcharhinus falciformis","ACCSPHIST"
"1570",2003,"FLORIDA-EAST","SHARK, TIGER",8280,4,2291,"Galeocerdo cuvier","ACCSPHIST"
"1571",2003,"FLORIDA-WEST","SHARK, BLACKNOSE",12892,6,4651,"Carcharhinus acronotus","ACCSPHIST"
"1572",2003,"FLORIDA-WEST","SHARK, BLACKTIP",116748,53,31473,"Carcharhinus limbatus","ACCSPHIST"
"1573",2003,"FLORIDA-WEST","SHARK, BONNETHEAD",298,NA,91,"Sphyrna tiburo","ACCSPHIST"
"1574",2003,"FLORIDA-WEST","SHARK, BULL",39434,18,10137,"Carcharhinus leucas","ACCSPHIST"
"1575",2003,"FLORIDA-WEST","SHARK, LEMON",33870,15,8473,"Negaprion brevirostris","ACCSPHIST"
"1576",2003,"FLORIDA-WEST","SHARK, MAKO, SHORTFIN",8367,4,7575,"Isurus oxyrinchus","ACCSPHIST"
"1577",2003,"FLORIDA-WEST","SHARK, SANDBAR",926584,420,260281,"Carcharhinus plumbeus","ACCSPHIST"
"1578",2003,"FLORIDA-WEST","SHARK, SILKY",2046,1,690,"Carcharhinus falciformis","ACCSPHIST"
"1579",2003,"FLORIDA-WEST","SHARK, THRESHER",571,NA,189,"Alopias vulpinus","ACCSPHIST"
"1580",2003,"HAWAII","SHARK, MAKO, SHORTFIN",189685,86,78869,"Isurus oxyrinchus","PIFSC"
"1581",2003,"LOUISIANA","SHARK, BLACKTIP",1225461,556,197306,"Carcharhinus limbatus","GULFFINHIST"
"1582",2003,"LOUISIANA","SHARK, MAKO, LONGFIN",2189,1,1610,"Isurus paucus","GULFFINHIST"
"1583",2003,"LOUISIANA","SHARK, MAKO, SHORTFIN",9964,5,6980,"Isurus oxyrinchus","GULFFINHIST"
"1584",2003,"MAINE","SHARK, MAKO, SHORTFIN",359,NA,340,"Isurus oxyrinchus","ACCSPHIST"
"1585",2003,"MARYLAND","SHARK, DOGFISH, SMOOTH",14193,6,8381,"Mustelus canis","ACCSPHIST"
"1586",2003,"MASSACHUSETTS","SHARK, DOGFISH, SPINY",2005770,910,243270,"Squalus acanthias","ACCSPHIST"
"1587",2003,"MASSACHUSETTS","SHARK, MAKO, SHORTFIN",26092,12,24304,"Isurus oxyrinchus","ACCSPHIST"
"1588",2003,"NEW HAMPSHIRE","SHARK, DOGFISH, SPINY",174803,79,27160,"Squalus acanthias","ACCSPHIST"
"1589",2003,"NEW JERSEY","SHARK, DOGFISH, SMOOTH",86428,39,39932,"Mustelus canis","ACCSPHIST"
"1590",2003,"NEW JERSEY","SHARK, SANDBAR",8855,4,1181,"Carcharhinus plumbeus","ACCSPHIST"
"1591",2003,"NEW JERSEY","SHARK, THRESHER",3908,2,1825,"Alopias vulpinus","ACCSPHIST"
"1592",2003,"NEW YORK","SHARK, BLACKTIP",94,NA,43,"Carcharhinus limbatus","ACCSPHIST"
"1593",2003,"NEW YORK","SHARK, DOGFISH, SMOOTH",164876,75,49011,"Mustelus canis","ACCSPHIST"
"1594",2003,"NEW YORK","SHARK, DOGFISH, SPINY",38356,17,7149,"Squalus acanthias","ACCSPHIST"
"1595",2003,"NEW YORK","SHARK, DUSKY",179,NA,65,"Carcharhinus obscurus","ACCSPHIST"
"1596",2003,"NEW YORK","SHARK, MAKO, SHORTFIN",6094,3,7179,"Isurus oxyrinchus","ACCSPHIST"
"1597",2003,"NEW YORK","SHARK, NURSE",25,NA,13,"Ginglymostoma cirratum","ACCSPHIST"
"1598",2003,"NEW YORK","SHARK, SANDBAR",36,NA,12,"Carcharhinus plumbeus","ACCSPHIST"
"1599",2003,"NEW YORK","SHARK, THRESHER",187,NA,85,"Alopias vulpinus","ACCSPHIST"
"1600",2003,"NEW YORK","SHARK, TIGER",31,NA,11,"Galeocerdo cuvier","ACCSPHIST"
"1601",2003,"NORTH CAROLINA","SHARK, BLACKTIP",37858,17,4797,"Carcharhinus limbatus","ACCSPHIST"
"1602",2003,"NORTH CAROLINA","SHARK, BULL",660,NA,66,"Carcharhinus leucas","ACCSPHIST"
"1603",2003,"NORTH CAROLINA","SHARK, DOGFISH, SMOOTH",373056,169,110489,"Mustelus canis","ACCSPHIST"
"1604",2003,"NORTH CAROLINA","SHARK, DUSKY",11268,5,1126,"Carcharhinus obscurus","ACCSPHIST"
"1605",2003,"NORTH CAROLINA","SHARK, MAKO, SHORTFIN",146676,67,125767,"Isurus oxyrinchus","ACCSPHIST"
"1606",2003,"NORTH CAROLINA","SHARK, SANDBAR",619332,281,149958,"Carcharhinus plumbeus","ACCSPHIST"
"1607",2003,"NORTH CAROLINA","SHARK, SHARPNOSE, ATLANTIC",21150,10,5154,"Rhizoprionodon terraenovae","ACCSPHIST"
"1608",2003,"NORTH CAROLINA","SHARK, THRESHER",43048,20,8212,"Alopias vulpinus","ACCSPHIST"
"1609",2003,"NORTH CAROLINA","SHARK, TIGER",11478,5,1148,"Galeocerdo cuvier","ACCSPHIST"
"1610",2003,"OREGON","SHARK, BLUE",1570,1,781,"Prionace glauca","PACFINHIST"
"1611",2003,"OREGON","SHARK, DOGFISH, SPINY",18898,9,1936,"Squalus acanthias","PACFINHIST"
"1612",2003,"OREGON","SHARK, TOPE",203,NA,187,"Galeorhinus galeus","PACFINHIST"
"1613",2003,"RHODE ISLAND","SHARK, DOGFISH, SMOOTH",4833,2,688,"Mustelus canis","ACCSPHIST"
"1614",2003,"RHODE ISLAND","SHARK, DOGFISH, SPINY",122870,56,19856,"Squalus acanthias","ACCSPHIST"
"1615",2003,"RHODE ISLAND","SHARK, SAND TIGER",223,NA,20,"Carcharias taurus","ACCSPHIST"
"1616",2003,"SOUTH CAROLINA","SHARK, MAKO, SHORTFIN",3043,1,4980,"Isurus oxyrinchus","ACCSPHIST"
"1617",2003,"SOUTH CAROLINA","SHARK, SHARPNOSE, ATLANTIC",3928,2,1636,"Rhizoprionodon terraenovae","ACCSPHIST"
"1618",2003,"WASHINGTON","SHARK, DOGFISH, SPINY",1414164,641,253114,"Squalus acanthias","PACFINHIST"
"1619",2002,"ALABAMA","SHARK, BLACKTIP",14437,7,4962,"Carcharhinus limbatus","GULFFINHIST"
"1620",2002,"CALIFORNIA","SHARK, BLUE",90548,41,18352,"Prionace glauca","PACFINHIST"
"1621",2002,"CALIFORNIA","SHARK, DOGFISH, SPINY",36420,17,7630,"Squalus acanthias","PACFINHIST"
"1622",2002,"CALIFORNIA","SHARK, LEOPARD",29269,13,23533,"Triakis semifasciata","PACFINHIST"
"1623",2002,"CALIFORNIA","SHARK, MAKO, SHORTFIN",179887,82,123933,"Isurus oxyrinchus","PACFINHIST"
"1624",2002,"CALIFORNIA","SHARK, PACIFIC ANGEL",48192,22,24945,"Squatina californica","PACFINHIST"
"1625",2002,"CALIFORNIA","SHARK, THRESHER",667007,303,505108,"Alopias vulpinus","PACFINHIST"
"1626",2002,"CALIFORNIA","SHARK, TOPE",70076,32,36400,"Galeorhinus galeus","PACFINHIST"
"1627",2002,"CONNECTICUT","SHARK, DOGFISH, SPINY",5698,3,725,"Squalus acanthias","ACCSPHIST"
"1628",2002,"DELAWARE","SHARK, DOGFISH, SMOOTH",131,NA,94,"Mustelus canis","ACCSPHIST"
"1629",2002,"FLORIDA-EAST","SHARK, BLACKNOSE",150930,68,70111,"Carcharhinus acronotus","ACCSPHIST"
"1630",2002,"FLORIDA-EAST","SHARK, BLACKTIP",557728,253,178540,"Carcharhinus limbatus","ACCSPHIST"
"1631",2002,"FLORIDA-EAST","SHARK, BONNETHEAD",44119,20,18022,"Sphyrna tiburo","ACCSPHIST"
"1632",2002,"FLORIDA-EAST","SHARK, BULL",22052,10,7085,"Carcharhinus leucas","ACCSPHIST"
"1633",2002,"FLORIDA-EAST","SHARK, FINETOOTH",223719,101,92171,"Carcharhinus isodon","ACCSPHIST"
"1634",2002,"FLORIDA-EAST","SHARK, LEMON",26255,12,7969,"Negaprion brevirostris","ACCSPHIST"
"1635",2002,"FLORIDA-EAST","SHARK, MAKO, SHORTFIN",4589,2,4379,"Isurus oxyrinchus","ACCSPHIST"
"1636",2002,"FLORIDA-EAST","SHARK, SANDBAR",420114,191,129284,"Carcharhinus plumbeus","ACCSPHIST"
"1637",2002,"FLORIDA-EAST","SHARK, SHARPNOSE, ATLANTIC",239338,109,66322,"Rhizoprionodon terraenovae","ACCSPHIST"
"1638",2002,"FLORIDA-EAST","SHARK, TIGER",13994,6,5051,"Galeocerdo cuvier","ACCSPHIST"
"1639",2002,"FLORIDA-WEST","SHARK, BLACKNOSE",50085,23,14977,"Carcharhinus acronotus","ACCSPHIST"
"1640",2002,"FLORIDA-WEST","SHARK, BLACKTIP",72691,33,19812,"Carcharhinus limbatus","ACCSPHIST"
"1641",2002,"FLORIDA-WEST","SHARK, BULL",33977,15,9084,"Carcharhinus leucas","ACCSPHIST"
"1642",2002,"FLORIDA-WEST","SHARK, LEMON",48965,22,12892,"Negaprion brevirostris","ACCSPHIST"
"1643",2002,"FLORIDA-WEST","SHARK, MAKO, SHORTFIN",6859,3,6875,"Isurus oxyrinchus","ACCSPHIST"
"1644",2002,"FLORIDA-WEST","SHARK, SANDBAR",1103311,500,276681,"Carcharhinus plumbeus","ACCSPHIST"
"1645",2002,"FLORIDA-WEST","SHARK, SILKY",2203,1,476,"Carcharhinus falciformis","ACCSPHIST"
"1646",2002,"FLORIDA-WEST","SHARK, TIGER",491,NA,172,"Galeocerdo cuvier","ACCSPHIST"
"1647",2002,"HAWAII","SHARK, MAKO, SHORTFIN",78383,36,54142,"Isurus oxyrinchus","PIFSC"
"1648",2002,"HAWAII","SHARK, TIGER",139,NA,143,"Galeocerdo cuvier","PIFSC"
"1649",2002,"LOUISIANA","SHARK, BLACKTIP",794894,361,182366,"Carcharhinus limbatus","GULFFINHIST"
"1650",2002,"LOUISIANA","SHARK, MAKO, LONGFIN",2761,1,2070,"Isurus paucus","GULFFINHIST"
"1651",2002,"LOUISIANA","SHARK, MAKO, SHORTFIN",7499,3,5453,"Isurus oxyrinchus","GULFFINHIST"
"1652",2002,"MAINE","SHARK, DOGFISH, SPINY",589,NA,85,"Squalus acanthias","ACCSPHIST"
"1653",2002,"MARYLAND","SHARK, DOGFISH, SMOOTH",17780,8,9109,"Mustelus canis","ACCSPHIST"
"1654",2002,"MASSACHUSETTS","SHARK, BLACKTIP",414,NA,149,"Carcharhinus limbatus","ACCSPHIST"
"1655",2002,"MASSACHUSETTS","SHARK, BLUE",179,NA,1,"Prionace glauca","ACCSPHIST"
"1656",2002,"MASSACHUSETTS","SHARK, DOGFISH, SPINY",3798816,1723,758212,"Squalus acanthias","ACCSPHIST"
"1657",2002,"MASSACHUSETTS","SHARK, MAKO, SHORTFIN",28333,13,25845,"Isurus oxyrinchus","ACCSPHIST"
"1658",2002,"MASSACHUSETTS","SHARK, PORBEAGLE",2141,1,946,"Lamna nasus","ACCSPHIST"
"1659",2002,"NEW HAMPSHIRE","SHARK, DOGFISH, SPINY",348785,158,84936,"Squalus acanthias","ACCSPHIST"
"1660",2002,"NEW JERSEY","SHARK, DOGFISH, SMOOTH",248077,113,119812,"Mustelus canis","ACCSPHIST"
