,,,,,,,,,,
Year,State,NMFS Name,Pounds,Metric Tons,Dollars,Confidentiality,Collection,Scientific Name,Tsn,Source
2008,VIRGINIA,"SHARK, WHITE",,,,Confidential,Commercial,Carcharodon carcharias,159903,ACCSP
2008,WASHINGTON,"SHARK, DOGFISH, SPINY","1,443,978",655,"269,743",Public,Commercial,Squalus acanthias,160617,PACFIN
2008,WASHINGTON,"SHARK, THRESHER",,,,Confidential,Commercial,Alopias vulpinus,159916,PACFIN
2008,WASHINGTON,"SHARK, TOPE",,,,Confidential,Commercial,Galeorhinus galeus,160181,PACFIN
2007,ALABAMA,"SHARK, BLACKNOSE",,,,Confidential,Commercial,Carcharhinus acronotus,160304,GULFFIN
2007,ALABAMA,"SHARK, BLACKTIP","40,601",18,"17,774",Public,Commercial,Carcharhinus limbatus,160318,GULFFIN
2007,ALABAMA,"SHARK, BULL",,,,Confidential,Commercial,Carcharhinus leucas,160275,GULFFIN
2007,ALABAMA,"SHARK, FINETOOTH","159,881",73,"145,518",Public,Commercial,Carcharhinus isodon,160409,GULFFIN
2007,ALABAMA,"SHARK, HAMMERHEAD, GREAT",,,,Confidential,Commercial,Sphyrna mokarran,160515,GULFFIN
2007,ALABAMA,"SHARK, MAKO, SHORTFIN",,,,Confidential,Commercial,Isurus oxyrinchus,159924,GULFFIN
2007,ALABAMA,"SHARK, SANDBAR",,,,Confidential,Commercial,Carcharhinus plumbeus,160289,GULFFIN
2007,ALABAMA,"SHARK, SHARPNOSE, ATLANTIC","46,501",21,"23,637",Public,Commercial,Rhizoprionodon terraenovae,160200,GULFFIN
2007,ALABAMA,"SHARK, SPINNER",,,,Confidential,Commercial,Carcharhinus brevipinna,160401,GULFFIN
2007,ALASKA,"SHARK, DOGFISH, SPINY","71,022",32,"26,491",Public,Commercial,Squalus acanthias,160617,AKFIN
2007,CALIFORNIA,"SHARK, BLUE",,,,Confidential,Commercial,Prionace glauca,160424,PACFIN
2007,CALIFORNIA,"SHARK, DOGFISH, SPINY","27,951",13,"8,237",Public,Commercial,Squalus acanthias,160617,PACFIN
2007,CALIFORNIA,"SHARK, LEOPARD","24,829",11,"20,092",Public,Commercial,Triakis semifasciata,160448,PACFIN
2007,CALIFORNIA,"SHARK, MAKO, SHORTFIN","98,182",45,"78,569",Public,Commercial,Isurus oxyrinchus,159924,PACFIN
2007,CALIFORNIA,"SHARK, PACIFIC ANGEL","18,016",8,"10,315",Public,Commercial,Squatina californica,160785,PACFIN
2007,CALIFORNIA,"SHARK, THRESHER","448,373",203,"337,145",Public,Commercial,Alopias vulpinus,159916,PACFIN
2007,CALIFORNIA,"SHARK, THRESHER, BIGEYE","10,713",5,"4,334",Public,Commercial,Alopias superciliosus,159921,PACFIN
2007,CALIFORNIA,"SHARK, TOPE","38,040",17,"26,427",Public,Commercial,Galeorhinus galeus,160181,PACFIN
2007,CONNECTICUT,"SHARK, DOGFISH, SMOOTH","1,955",1,337,Public,Commercial,Mustelus canis,160230,ACCSP
2007,CONNECTICUT,"SHARK, DOGFISH, SPINY","22,763",10,"4,140",Public,Commercial,Squalus acanthias,160617,ACCSP
2007,CONNECTICUT,"SHARK, PORBEAGLE",25,0,15,Public,Commercial,Lamna nasus,159911,ACCSP
2007,DELAWARE,"SHARK, DOGFISH, SMOOTH",457,0,577,Public,Commercial,Mustelus canis,160230,ACCSP
2007,DELAWARE,"SHARK, DOGFISH, SPINY",,,,Confidential,Commercial,Squalus acanthias,160617,ACCSP
2007,FLORIDA-EAST,"SHARK, BLACKNOSE","71,598",32,"39,281",Public,Commercial,Carcharhinus acronotus,160304,ACCSP
2007,FLORIDA-EAST,"SHARK, BLACKTIP","54,174",25,"15,859",Public,Commercial,Carcharhinus limbatus,160318,ACCSP
2007,FLORIDA-EAST,"SHARK, BONNETHEAD","70,092",32,"34,644",Public,Commercial,Sphyrna tiburo,160502,ACCSP
2007,FLORIDA-EAST,"SHARK, BULL","22,910",10,"5,900",Public,Commercial,Carcharhinus leucas,160275,ACCSP
2007,FLORIDA-EAST,"SHARK, FINETOOTH","56,331",26,"38,140",Public,Commercial,Carcharhinus isodon,160409,ACCSP
2007,FLORIDA-EAST,"SHARK, LEMON","12,580",6,"3,782",Public,Commercial,Negaprion brevirostris,160433,ACCSP
2007,FLORIDA-EAST,"SHARK, MAKO, SHORTFIN","14,405",7,"17,920",Public,Commercial,Isurus oxyrinchus,159924,ACCSP
2007,FLORIDA-EAST,"SHARK, NURSE",,,,Confidential,Commercial,Ginglymostoma cirratum,159977,ACCSP
2007,FLORIDA-EAST,"SHARK, SANDBAR","210,204",95,"59,577",Public,Commercial,Carcharhinus plumbeus,160289,ACCSP
2007,FLORIDA-EAST,"SHARK, SHARPNOSE, ATLANTIC","248,035",113,"93,222",Public,Commercial,Rhizoprionodon terraenovae,160200,ACCSP
2007,FLORIDA-EAST,"SHARK, SILKY","2,487",1,465,Public,Commercial,Carcharhinus falciformis,160310,ACCSP
2007,FLORIDA-EAST,"SHARK, SPINNER",,,,Confidential,Commercial,Carcharhinus brevipinna,160401,ACCSP
2007,FLORIDA-EAST,"SHARK, THRESHER",,,,Confidential,Commercial,Alopias vulpinus,159916,ACCSP
2007,FLORIDA-EAST,"SHARK, TIGER","14,387",7,"5,807",Public,Commercial,Galeocerdo cuvier,160189,ACCSP
2007,FLORIDA-WEST,"SHARK, BLACKNOSE","21,991",10,"9,306",Public,Commercial,Carcharhinus acronotus,160304,ACCSP
2007,FLORIDA-WEST,"SHARK, BLACKTIP","73,768",33,"21,802",Public,Commercial,Carcharhinus limbatus,160318,ACCSP
2007,FLORIDA-WEST,"SHARK, BULL","79,451",36,"20,104",Public,Commercial,Carcharhinus leucas,160275,ACCSP
2007,FLORIDA-WEST,"SHARK, DUSKY",,,,Confidential,Commercial,Carcharhinus obscurus,160268,ACCSP
2007,FLORIDA-WEST,"SHARK, FINETOOTH",,,,Confidential,Commercial,Carcharhinus isodon,160409,ACCSP
2007,FLORIDA-WEST,"SHARK, LEMON","52,575",24,"13,147",Public,Commercial,Negaprion brevirostris,160433,ACCSP
2007,FLORIDA-WEST,"SHARK, MAKO, SHORTFIN","8,583",4,"8,453",Public,Commercial,Isurus oxyrinchus,159924,ACCSP
2007,FLORIDA-WEST,"SHARK, NURSE",,,,Confidential,Commercial,Ginglymostoma cirratum,159977,ACCSP
2007,FLORIDA-WEST,"SHARK, SANDBAR","342,161",155,"80,623",Public,Commercial,Carcharhinus plumbeus,160289,ACCSP
2007,FLORIDA-WEST,"SHARK, SHARPNOSE, ATLANTIC","10,564",5,"3,817",Public,Commercial,Rhizoprionodon terraenovae,160200,ACCSP
2007,FLORIDA-WEST,"SHARK, SILKY",,,,Confidential,Commercial,Carcharhinus falciformis,160310,ACCSP
2007,FLORIDA-WEST,"SHARK, SPINNER","20,569",9,"7,030",Public,Commercial,Carcharhinus brevipinna,160401,ACCSP
2007,FLORIDA-WEST,"SHARK, TIGER","3,729",2,901,Public,Commercial,Galeocerdo cuvier,160189,ACCSP
2007,HAWAII,"SHARK, MAKO, SHORTFIN","264,476",120,"153,072",Public,Commercial,Isurus oxyrinchus,159924,PIFSC
2007,LOUISIANA,"SHARK, BLACKTIP","1,217,517",552,"832,133",Public,Commercial,Carcharhinus limbatus,160318,GULFFIN
2007,LOUISIANA,"SHARK, BULL","96,480",44,"64,856",Public,Commercial,Carcharhinus leucas,160275,GULFFIN
2007,LOUISIANA,"SHARK, MAKO, SHORTFIN","7,919",4,"6,031",Public,Commercial,Isurus oxyrinchus,159924,GULFFIN
2007,LOUISIANA,"SHARK, SPINNER",,,,Confidential,Commercial,Carcharhinus brevipinna,160401,GULFFIN
2007,MAINE,"SHARK, DOGFISH, SPINY","99,434",45,"18,430",Public,Commercial,Squalus acanthias,160617,ACCSP
2007,MAINE,"SHARK, PORBEAGLE",,,,Confidential,Commercial,Lamna nasus,159911,ACCSP
2007,MARYLAND,"SHARK, BLACKTIP",,,,Confidential,Commercial,Carcharhinus limbatus,160318,ACCSP
2007,MARYLAND,"SHARK, DOGFISH, SMOOTH","9,477",4,"6,276",Public,Commercial,Mustelus canis,160230,ACCSP
2007,MARYLAND,"SHARK, DOGFISH, SPINY","23,082",10,"4,018",Public,Commercial,Squalus acanthias,160617,ACCSP
2007,MARYLAND,"SHARK, MAKO, LONGFIN",,,,Confidential,Commercial,Isurus paucus,159926,ACCSP
2007,MARYLAND,"SHARK, MAKO, SHORTFIN",,,,Confidential,Commercial,Isurus oxyrinchus,159924,ACCSP
2007,MARYLAND,"SHARK, SANDBAR","4,287",2,"1,143",Public,Commercial,Carcharhinus plumbeus,160289,ACCSP
2007,MARYLAND,"SHARK, SILKY",,,,Confidential,Commercial,Carcharhinus falciformis,160310,ACCSP
2007,MARYLAND,"SHARK, THRESHER",,,,Confidential,Commercial,Alopias vulpinus,159916,ACCSP
2007,MARYLAND,"SHARK, TIGER",,,,Confidential,Commercial,Galeocerdo cuvier,160189,ACCSP
2007,MARYLAND,"SHARK, WHITETIP, OCEANIC",,,,Confidential,Commercial,Carcharhinus longimanus,160330,ACCSP
2007,MASSACHUSETTS,"SHARK, DOGFISH, SMOOTH",,,,Confidential,Commercial,Mustelus canis,160230,ACCSP
2007,MASSACHUSETTS,"SHARK, DOGFISH, SPINY","2,796,250","1,268","637,215",Public,Commercial,Squalus acanthias,160617,ACCSP
2007,MASSACHUSETTS,"SHARK, MAKO, SHORTFIN",,,,Confidential,Commercial,Isurus oxyrinchus,159924,ACCSP
2007,MASSACHUSETTS,"SHARK, PORBEAGLE","3,764",2,"2,327",Public,Commercial,Lamna nasus,159911,ACCSP
2007,NEW HAMPSHIRE,"SHARK, DOGFISH, SPINY",,,,Confidential,Commercial,Squalus acanthias,160617,ACCSP
2007,NEW JERSEY,"SHARK, BLACKTIP",,,,Confidential,Commercial,Carcharhinus limbatus,160318,ACCSP
2007,NEW JERSEY,"SHARK, DOGFISH, SMOOTH","77,534",35,"23,319",Public,Commercial,Mustelus canis,160230,ACCSP
2007,NEW JERSEY,"SHARK, DOGFISH, SPINY","12,483",6,"2,233",Public,Commercial,Squalus acanthias,160617,ACCSP
2007,NEW JERSEY,"SHARK, HAMMERHEAD, SCALLOPED",,,,Confidential,Commercial,Sphyrna lewini,160508,ACCSP
2007,NEW JERSEY,"SHARK, MAKO, LONGFIN",,,,Confidential,Commercial,Isurus paucus,159926,ACCSP
2007,NEW JERSEY,"SHARK, MAKO, SHORTFIN",,,,Confidential,Commercial,Isurus oxyrinchus,159924,ACCSP
2007,NEW JERSEY,"SHARK, PORBEAGLE",,,,Confidential,Commercial,Lamna nasus,159911,ACCSP
2007,NEW JERSEY,"SHARK, SANDBAR","108,961",49,"84,892",Public,Commercial,Carcharhinus plumbeus,160289,ACCSP
2007,NEW JERSEY,"SHARK, THRESHER","18,569",8,"13,425",Public,Commercial,Alopias vulpinus,159916,ACCSP
2007,NEW YORK,"SHARK, ANGEL, ATLANTIC",,,,Confidential,Commercial,Squatina dumeril,160787,ACCSP
2007,NEW YORK,"SHARK, BLACKTIP",,,,Confidential,Commercial,Carcharhinus limbatus,160318,ACCSP
2007,NEW YORK,"SHARK, DOGFISH, SMOOTH","104,411",47,"43,374",Public,Commercial,Mustelus canis,160230,ACCSP
2007,NEW YORK,"SHARK, DOGFISH, SPINY","20,425",9,"5,795",Public,Commercial,Squalus acanthias,160617,ACCSP
2007,NEW YORK,"SHARK, DUSKY",,,,Confidential,Commercial,Carcharhinus obscurus,160268,ACCSP
2007,NEW YORK,"SHARK, MAKO, LONGFIN",,,,Confidential,Commercial,Isurus paucus,159926,ACCSP
2007,NEW YORK,"SHARK, MAKO, SHORTFIN",,,,Confidential,Commercial,Isurus oxyrinchus,159924,ACCSP
2007,NEW YORK,"SHARK, SAND TIGER",,,,Confidential,Commercial,Carcharias taurus,159888,ACCSP
2007,NEW YORK,"SHARK, SANDBAR","18,957",9,"10,278",Public,Commercial,Carcharhinus plumbeus,160289,ACCSP
2007,NEW YORK,"SHARK, THRESHER",,,,Confidential,Commercial,Alopias vulpinus,159916,ACCSP
2007,NORTH CAROLINA,"SHARK, BLACKTIP","23,922",11,"6,177",Public,Commercial,Carcharhinus limbatus,160318,ACCSP
2007,NORTH CAROLINA,"SHARK, BULL",,,,Confidential,Commercial,Carcharhinus leucas,160275,ACCSP
2007,NORTH CAROLINA,"SHARK, DOGFISH, SMOOTH","638,906",290,"195,397",Public,Commercial,Mustelus canis,160230,ACCSP
2007,NORTH CAROLINA,"SHARK, DOGFISH, SPINY","149,543",68,"25,422",Public,Commercial,Squalus acanthias,160617,ACCSP
2007,NORTH CAROLINA,"SHARK, MAKO, SHORTFIN","102,408",46,"80,710",Public,Commercial,Isurus oxyrinchus,159924,ACCSP
2007,NORTH CAROLINA,"SHARK, SANDBAR","32,254",15,"9,163",Public,Commercial,Carcharhinus plumbeus,160289,ACCSP
2007,NORTH CAROLINA,"SHARK, SHARPNOSE, ATLANTIC","68,098",31,"12,258",Public,Commercial,Rhizoprionodon terraenovae,160200,ACCSP
2007,NORTH CAROLINA,"SHARK, THRESHER","31,012",14,"12,504",Public,Commercial,Alopias vulpinus,159916,ACCSP
2007,NORTH CAROLINA,"SHARK, TIGER","3,670",2,551,Public,Commercial,Galeocerdo cuvier,160189,ACCSP
2007,OREGON,"SHARK, BLUE",881,0,520,Public,Commercial,Prionace glauca,160424,PACFIN
2007,OREGON,"SHARK, DOGFISH, SPINY","19,470",9,193,Public,Commercial,Squalus acanthias,160617,PACFIN
2007,OREGON,"SHARK, THRESHER",,,,Confidential,Commercial,Alopias vulpinus,159916,PACFIN
2007,OREGON,"SHARK, TOPE",309,0,47,Public,Commercial,Galeorhinus galeus,160181,PACFIN
2007,PROCESS AT SEA,"SHARK, DOGFISH, SPINY","102,702",47,,Public,Commercial,Squalus acanthias,160617,PACFIN
2007,RHODE ISLAND,"SHARK, DOGFISH, SMOOTH","14,003",6,"3,321",Public,Commercial,Mustelus canis,160230,ACCSP
2007,RHODE ISLAND,"SHARK, DOGFISH, SPINY","525,014",238,"103,818",Public,Commercial,Squalus acanthias,160617,ACCSP
2007,RHODE ISLAND,"SHARK, PORBEAGLE",,,,Confidential,Commercial,Lamna nasus,159911,ACCSP
2007,RHODE ISLAND,"SHARK, SANDBAR",473,0,376,Public,Commercial,Carcharhinus plumbeus,160289,ACCSP
2007,SOUTH CAROLINA,"SHARK, BLACKNOSE",,,,Confidential,Commercial,Carcharhinus acronotus,160304,ACCSP
2007,SOUTH CAROLINA,"SHARK, BONNETHEAD",,,,Confidential,Commercial,Sphyrna tiburo,160502,ACCSP
2007,SOUTH CAROLINA,"SHARK, DOGFISH, SMOOTH",,,,Confidential,Commercial,Mustelus canis,160230,ACCSP
2007,SOUTH CAROLINA,"SHARK, FINETOOTH",,,,Confidential,Commercial,Carcharhinus isodon,160409,ACCSP
2007,SOUTH CAROLINA,"SHARK, SANDBAR","27,939",13,"8,906",Public,Commercial,Carcharhinus plumbeus,160289,ACCSP
2007,SOUTH CAROLINA,"SHARK, SHARPNOSE, ATLANTIC","26,639",12,"18,071",Public,Commercial,Rhizoprionodon terraenovae,160200,ACCSP
2007,SOUTH CAROLINA,"SHARK, TIGER",,,,Confidential,Commercial,Galeocerdo cuvier,160189,ACCSP
2007,TEXAS,"SHARK, BLACKTIP",262,0,88,Public,Commercial,Carcharhinus limbatus,160318,GULFFIN
2007,TEXAS,"SHARK, MAKO, LONGFIN",,,,Confidential,Commercial,Isurus paucus,159926,GULFFIN
2007,TEXAS,"SHARK, MAKO, SHORTFIN","5,365",2,"3,708",Public,Commercial,Isurus oxyrinchus,159924,GULFFIN
2007,VIRGINIA,"SHARK, BLACKTIP","62,695",28,"27,713",Public,Commercial,Carcharhinus limbatus,160318,ACCSP
2007,VIRGINIA,"SHARK, BULL","2,947",1,"2,002",Public,Commercial,Carcharhinus leucas,160275,ACCSP
2007,VIRGINIA,"SHARK, DOGFISH, SMOOTH","790,719",359,"271,271",Public,Commercial,Mustelus canis,160230,ACCSP
2007,VIRGINIA,"SHARK, DOGFISH, SPINY","2,703,784","1,226","535,446",Public,Commercial,Squalus acanthias,160617,ACCSP
2007,VIRGINIA,"SHARK, DUSKY",,,,Confidential,Commercial,Carcharhinus obscurus,160268,ACCSP
2007,VIRGINIA,"SHARK, LEMON",,,,Confidential,Commercial,Negaprion brevirostris,160433,ACCSP
2007,VIRGINIA,"SHARK, SANDBAR","207,177",94,"146,822",Public,Commercial,Carcharhinus plumbeus,160289,ACCSP
2007,VIRGINIA,"SHARK, SHARPNOSE, ATLANTIC",,,,Confidential,Commercial,Rhizoprionodon terraenovae,160200,ACCSP
2007,VIRGINIA,"SHARK, SILKY",,,,Confidential,Commercial,Carcharhinus falciformis,160310,ACCSP
2007,VIRGINIA,"SHARK, THRESHER","25,669",12,"10,311",Public,Commercial,Alopias vulpinus,159916,ACCSP
2007,VIRGINIA,"SHARK, TIGER",,,,Confidential,Commercial,Galeocerdo cuvier,160189,ACCSP
2007,WASHINGTON,"SHARK, BLUE",,,,Confidential,Commercial,Prionace glauca,160424,PACFIN
2007,WASHINGTON,"SHARK, DOGFISH, SPINY","1,171,667",531,"243,555",Public,Commercial,Squalus acanthias,160617,PACFIN
2007,WASHINGTON,"SHARK, THRESHER",,,,Confidential,Commercial,Alopias vulpinus,159916,PACFIN
2007,WASHINGTON,"SHARK, TOPE",,,,Confidential,Commercial,Galeorhinus galeus,160181,PACFIN
2006,ALABAMA,"SHARK, BIGNOSE",,,,Confidential,Commercial,Carcharhinus altimus,160307,GULFFIN
2006,ALABAMA,"SHARK, BLACKNOSE",,,,Confidential,Commercial,Carcharhinus acronotus,160304,GULFFIN
2006,ALABAMA,"SHARK, BLACKTIP","490,383",222,"169,718",Public,Commercial,Carcharhinus limbatus,160318,GULFFIN
2006,ALABAMA,"SHARK, BULL","67,998",31,"24,100",Public,Commercial,Carcharhinus leucas,160275,GULFFIN
2006,ALABAMA,"SHARK, FINETOOTH","43,865",20,"29,462",Public,Commercial,Carcharhinus isodon,160409,GULFFIN
2006,ALABAMA,"SHARK, HAMMERHEAD, GREAT",,,,Confidential,Commercial,Sphyrna mokarran,160515,GULFFIN
2006,ALABAMA,"SHARK, MAKO, SHORTFIN",,,,Confidential,Commercial,Isurus oxyrinchus,159924,GULFFIN
2006,ALABAMA,"SHARK, SAND TIGER",,,,Confidential,Commercial,Carcharias taurus,159888,GULFFIN
2006,ALABAMA,"SHARK, SANDBAR",,,,Confidential,Commercial,Carcharhinus plumbeus,160289,GULFFIN
2006,ALABAMA,"SHARK, SHARPNOSE, ATLANTIC","283,672",129,"125,840",Public,Commercial,Rhizoprionodon terraenovae,160200,GULFFIN
2006,ALABAMA,"SHARK, SPINNER","26,094",12,"12,127",Public,Commercial,Carcharhinus brevipinna,160401,GULFFIN
2006,ALABAMA,"SHARK, TIGER",,,,Confidential,Commercial,Galeocerdo cuvier,160189,GULFFIN
2006,ALASKA,"SHARK, DOGFISH, SPINY","90,740",41,"10,163",Public,Commercial,Squalus acanthias,160617,AKFINHIST
2006,CALIFORNIA,"SHARK, DOGFISH, SPINY","31,762",14,"19,419",Public,Commercial,Squalus acanthias,160617,PACFIN
2006,CALIFORNIA,"SHARK, LEOPARD","24,686",11,"21,604",Public,Commercial,Triakis semifasciata,160448,PACFIN
2006,CALIFORNIA,"SHARK, MAKO, SHORTFIN","101,133",46,"79,416",Public,Commercial,Isurus oxyrinchus,159924,PACFIN
2006,CALIFORNIA,"SHARK, PACIFIC ANGEL","32,748",15,"18,384",Public,Commercial,Squatina californica,160785,PACFIN
2006,CALIFORNIA,"SHARK, THRESHER","350,973",159,"300,785",Public,Commercial,Alopias vulpinus,159916,PACFIN
2006,CALIFORNIA,"SHARK, THRESHER, BIGEYE","9,540",4,"4,509",Public,Commercial,Alopias superciliosus,159921,PACFIN
2006,CALIFORNIA,"SHARK, TOPE","62,654",28,"40,628",Public,Commercial,Galeorhinus galeus,160181,PACFIN
2006,CONNECTICUT,"SHARK, DOGFISH, SMOOTH","4,066",2,979,Public,Commercial,Mustelus canis,160230,ACCSPHIST
2006,CONNECTICUT,"SHARK, DOGFISH, SPINY","81,453",37,"13,919",Public,Commercial,Squalus acanthias,160617,ACCSPHIST
2006,DELAWARE,"SHARK, DOGFISH, SMOOTH",46,0,20,Public,Commercial,Mustelus canis,160230,ACCSPHIST
2006,DELAWARE,"SHARK, DOGFISH, SPINY",48,0,8,Public,Commercial,Squalus acanthias,160617,ACCSPHIST
2006,FLORIDA-EAST,"SHARK, BLACKNOSE","78,241",35,"33,803",Public,Commercial,Carcharhinus acronotus,160304,ACCSPHIST
2006,FLORIDA-EAST,"SHARK, BLACKTIP","381,091",173,"133,058",Public,Commercial,Carcharhinus limbatus,160318,ACCSPHIST
2006,FLORIDA-EAST,"SHARK, BONNETHEAD","19,136",9,"9,452",Public,Commercial,Sphyrna tiburo,160502,ACCSPHIST
2006,FLORIDA-EAST,"SHARK, BULL","29,019",13,"9,165",Public,Commercial,Carcharhinus leucas,160275,ACCSPHIST
2006,FLORIDA-EAST,"SHARK, FINETOOTH","26,225",12,"11,043",Public,Commercial,Carcharhinus isodon,160409,ACCSPHIST
2006,FLORIDA-EAST,"SHARK, LEMON","6,724",3,"2,381",Public,Commercial,Negaprion brevirostris,160433,ACCSPHIST
2006,FLORIDA-EAST,"SHARK, MAKO, SHORTFIN","9,037",4,"9,909",Public,Commercial,Isurus oxyrinchus,159924,ACCSPHIST
2006,FLORIDA-EAST,"SHARK, SANDBAR","419,686",190,"140,967",Public,Commercial,Carcharhinus plumbeus,160289,ACCSPHIST
2006,FLORIDA-EAST,"SHARK, SHARPNOSE, ATLANTIC","323,240",147,"115,821",Public,Commercial,Rhizoprionodon terraenovae,160200,ACCSPHIST
2006,FLORIDA-EAST,"SHARK, TIGER","18,189",8,"11,843",Public,Commercial,Galeocerdo cuvier,160189,ACCSPHIST
2006,FLORIDA-WEST,"SHARK, BLACKNOSE","24,420",11,"9,152",Public,Commercial,Carcharhinus acronotus,160304,ACCSPHIST
2006,FLORIDA-WEST,"SHARK, BLACKTIP","197,746",90,"61,289",Public,Commercial,Carcharhinus limbatus,160318,ACCSPHIST
2006,FLORIDA-WEST,"SHARK, BULL","104,007",47,"29,640",Public,Commercial,Carcharhinus leucas,160275,ACCSPHIST
2006,FLORIDA-WEST,"SHARK, FINETOOTH","1,203",1,423,Public,Commercial,Carcharhinus isodon,160409,ACCSPHIST
2006,FLORIDA-WEST,"SHARK, LEMON","83,761",38,"21,390",Public,Commercial,Negaprion brevirostris,160433,ACCSPHIST
2006,FLORIDA-WEST,"SHARK, MAKO, SHORTFIN","14,242",6,"14,821",Public,Commercial,Isurus oxyrinchus,159924,ACCSPHIST
2006,FLORIDA-WEST,"SHARK, SANDBAR","978,313",444,"254,157",Public,Commercial,Carcharhinus plumbeus,160289,ACCSPHIST
2006,FLORIDA-WEST,"SHARK, SHARPNOSE, ATLANTIC","25,857",12,"9,792",Public,Commercial,Rhizoprionodon terraenovae,160200,ACCSPHIST
2006,FLORIDA-WEST,"SHARK, SPINNER","22,581",10,"7,769",Public,Commercial,Carcharhinus brevipinna,160401,ACCSPHIST
2006,FLORIDA-WEST,"SHARK, TIGER","10,687",5,"4,013",Public,Commercial,Galeocerdo cuvier,160189,ACCSPHIST
2006,HAWAII,"SHARK, MAKO, SHORTFIN","195,581",89,"118,612",Public,Commercial,Isurus oxyrinchus,159924,PIFSC
2006,LOUISIANA,"SHARK, BLACKTIP","504,778",229,"353,065",Public,Commercial,Carcharhinus limbatus,160318,GULFFIN
2006,LOUISIANA,"SHARK, BULL",,,,Confidential,Commercial,Carcharhinus leucas,160275,GULFFIN
2006,LOUISIANA,"SHARK, MAKO, SHORTFIN","5,139",2,"3,717",Public,Commercial,Isurus oxyrinchus,159924,GULFFIN
2006,LOUISIANA,"SHARK, SPINNER",,,,Confidential,Commercial,Carcharhinus brevipinna,160401,GULFFIN
2006,MAINE,"SHARK, DOGFISH, SPINY","179,740",82,"35,701",Public,Commercial,Squalus acanthias,160617,ACCSPHIST
2006,MARYLAND,"SHARK, DOGFISH, SMOOTH","8,484",4,"5,600",Public,Commercial,Mustelus canis,160230,ACCSPHIST
2006,MARYLAND,"SHARK, DOGFISH, SPINY","6,339",3,697,Public,Commercial,Squalus acanthias,160617,ACCSPHIST
2006,MARYLAND,"SHARK, MAKO, LONGFIN",1,0,1,Public,Commercial,Isurus paucus,159926,ACCSPHIST
2006,MARYLAND,"SHARK, THRESHER",39,0,23,Public,Commercial,Alopias vulpinus,159916,ACCSPHIST
2006,MASSACHUSETTS,"SHARK, DOGFISH, SMOOTH","45,206",21,"11,336",Public,Commercial,Mustelus canis,160230,ACCSPHIST
2006,MASSACHUSETTS,"SHARK, DOGFISH, SPINY","2,796,852","1,269","693,634",Public,Commercial,Squalus acanthias,160617,ACCSPHIST
2006,MASSACHUSETTS,"SHARK, PORBEAGLE","3,941",2,"2,245",Public,Commercial,Lamna nasus,159911,ACCSPHIST
2006,MASSACHUSETTS,"SHARK, THRESHER",152,0,137,Public,Commercial,Alopias vulpinus,159916,ACCSPHIST
2006,MASSACHUSETTS,"SHARK, WHITE",122,0,31,Public,Commercial,Carcharodon carcharias,159903,ACCSPHIST
2006,NEW HAMPSHIRE,"SHARK, DOGFISH, SPINY","242,382",110,"76,369",Public,Commercial,Squalus acanthias,160617,ACCSPHIST
2006,NEW JERSEY,"SHARK, BLACKTIP","4,715",2,"2,148",Public,Commercial,Carcharhinus limbatus,160318,ACCSPHIST
2006,NEW JERSEY,"SHARK, DOGFISH, SMOOTH","89,614",41,"38,398",Public,Commercial,Mustelus canis,160230,ACCSPHIST
2006,NEW JERSEY,"SHARK, SANDBAR","92,079",42,"75,464",Public,Commercial,Carcharhinus plumbeus,160289,ACCSPHIST
2006,NEW JERSEY,"SHARK, THRESHER","13,415",6,"8,114",Public,Commercial,Alopias vulpinus,159916,ACCSPHIST
2006,NEW YORK,"SHARK, DOGFISH, SMOOTH","114,165",52,"49,382",Public,Commercial,Mustelus canis,160230,ACCSPHIST
2006,NEW YORK,"SHARK, DOGFISH, SPINY","14,660",7,"2,224",Public,Commercial,Squalus acanthias,160617,ACCSPHIST
2006,NORTH CAROLINA,"SHARK, BLACKTIP","61,446",28,"15,147",Public,Commercial,Carcharhinus limbatus,160318,ACCSPHIST
2006,NORTH CAROLINA,"SHARK, BULL","1,786",1,472,Public,Commercial,Carcharhinus leucas,160275,ACCSPHIST
2006,NORTH CAROLINA,"SHARK, DOGFISH, SMOOTH","610,248",277,"177,740",Public,Commercial,Mustelus canis,160230,ACCSPHIST
2006,NORTH CAROLINA,"SHARK, DOGFISH, SPINY","11,574",5,"2,517",Public,Commercial,Squalus acanthias,160617,ACCSPHIST
2006,NORTH CAROLINA,"SHARK, MAKO, SHORTFIN","90,991",41,"73,647",Public,Commercial,Isurus oxyrinchus,159924,ACCSPHIST
2006,NORTH CAROLINA,"SHARK, SANDBAR","445,762",202,"93,152",Public,Commercial,Carcharhinus plumbeus,160289,ACCSPHIST
2006,NORTH CAROLINA,"SHARK, SHARPNOSE, ATLANTIC","46,621",21,"9,727",Public,Commercial,Rhizoprionodon terraenovae,160200,ACCSPHIST
2006,NORTH CAROLINA,"SHARK, THRESHER","22,542",10,"6,199",Public,Commercial,Alopias vulpinus,159916,ACCSPHIST
2006,NORTH CAROLINA,"SHARK, TIGER","34,958",16,"2,470",Public,Commercial,Galeocerdo cuvier,160189,ACCSPHIST
2006,OREGON,"SHARK, BLUE",551,0,81,Public,Commercial,Prionace glauca,160424,PACFIN
2006,OREGON,"SHARK, DOGFISH, SPINY","20,728",9,69,Public,Commercial,Squalus acanthias,160617,PACFIN
